,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
346,大安區,房地(土地+建物),臺北市大安區光復南路６９６號三樓之６,8.63,商,,,1110217,土地3建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011120,42.8,1,1,1,有,有,11900000,278037,,0.0,0,陽台外推；,RPPNMLMLLHHGFFA37EA,21.42,0.0,7.4,有,
347,大安區,房地(土地+建物)+車位,臺北市大安區安和路二段１８１巷４號十五樓之１,19.27,住,,,1110222,土地2建物1車位1,十五層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790123,219.32999999999998,4,2,2,有,有,55000000,250752,坡道平面,44.22,0,雙方約定土地增值稅由買方負擔繳納。親友、員工、共有人或其他特殊關係間之交易；,RPVNMLNLLHHGFFA08EA,172.15,4.84,11.4,有,
369,信義區,房地(土地+建物)+車位,臺北市信義區忠孝東路五段４６９號十一樓之９,15.54,商,,,1110224,土地2建物1車位1,十一層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100119,163.2,2,2,2,有,有,54500000,333946,坡道平面,0.0,0,,RPRNMLMLLHHGFDA37EA,77.22,8.86,6.38,有,
370,信義區,房地(土地+建物),臺北市信義區忠孝東路五段４６９號五樓之６,5.06,商,,,1110123,土地2建物1車位0,五層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100119,44.1,1,1,1,有,有,16380000,371429,,0.0,0,,RPSOMLMLLHHGFDA57EA,26.26,1.03,3.8,有,
380,內湖區,房地(土地+建物),臺北市內湖區成功路四段３０巷２８弄１７號十二樓,6.39,商,,,1110227,土地1建物1車位0,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840211,48.290000000000006,1,1,1,有,有,10700000,221578,,0.0,0,,RPQOMLNLLHHGFCA37EA,35.37,0.0,4.51,有,
393,大安區,房地(土地+建物)+車位,臺北市大安區和平東路一段１１１號二十七樓,29.25,商,,,1110119,土地1建物1車位1,二十七層,三十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1031224,433.21000000000004,1,2,3,有,有,215555168,524335,坡道平面,30.69,4500000,,RPQNMLMLLHHGFFA37DA,230.24,9.21,18.8,有,
415,內湖區,房地(土地+建物)+車位,臺北市內湖區行善路２０１號四樓,20.18,住,,,1090628,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101125,134.89,3,2,2,有,無,27680000,245294,坡道平面,31.83,2400000,預售屋、或土地及建物分件登記案件；,RPPNMLLLLHHGFCA86DA,62.63,0.0,3.9,有,
416,內湖區,房地(土地+建物)+車位,臺北市內湖區行善路１９７號十五樓,38.93,住,,,1090420,土地2建物1車位2,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101125,266.34,4,2,3,有,無,59200000,264456,坡道平面,63.66,5600000,預售屋、或土地及建物分件登記案件；,RPQNMLLLLHHGFCA96DA,120.77,0.0,10.93,有,
421,中山區,房地(土地+建物)+車位,臺北市中山區林森北路４８１號十四樓之７,4.7,商,,,1110225,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0920122,63.03,1,1,1,有,有,9800000,155482,坡道機械,19.78,0,陽台外推；,RPSNMLTJLHHGFCA77DA,23.02,0.74,3.11,有,135.0
422,內湖區,房地(土地+建物)+車位,臺北市內湖區金湖路６５巷９號十一樓之１,30.05,住,,,1110302,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940825,231.03,3,2,2,有,有,42680000,184738,坡道平面,0.0,0,,RPSNMLOKLHHGFCA37DA,97.19,4.2,8.31,有,
423,內湖區,房地(土地+建物)+車位,臺北市內湖區行善路１９９號十五樓,20.18,住,,,1090420,土地2建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101125,134.89,3,2,2,有,無,30280000,266641,坡道平面,31.83,2800000,預售屋、或土地及建物分件登記案件；,RPRRMLOKLHHGFCA67DA,62.63,0.0,3.9,有,
424,內湖區,房地(土地+建物)+車位,臺北市內湖區行善路２０１號七樓,20.18,住,,,1090711,土地2建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101125,134.89,3,2,2,有,無,28450000,250825,坡道平面,31.83,2600000,預售屋、或土地及建物分件登記案件；,RPSRMLOKLHHGFCA77DA,62.63,0.0,3.9,有,
425,內湖區,房地(土地+建物),臺北市內湖區民權東路六段２８０巷１００號十一樓,17.14,住,,,1110225,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830314,75.55,2,2,1,有,有,18500000,244871,,0.0,0,,RPWRMLOKLHHGFCA18DA,53.51,2.06,8.21,有,
427,內湖區,房地(土地+建物),臺北市內湖區星雲街２１０巷１１號五樓之２,24.87,住,,,1110220,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910620,113.55,3,2,2,有,有,25500000,224571,,0.0,0,,RPORMLTJLHHGFCA77DA,78.8,0.0,7.7,有,
428,中山區,房地(土地+建物)+車位,臺北市中山區松江路１１８號二十一樓之５,8.23,商,,,1080503,土地2建物1車位1,二十一層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,151.36,2,2,2,有,有,60159071,454545,坡道平面,26.49,3400000,1.總價含工程加帳＄159071元，不含面積找補款。預售屋、或土地及建物分件登記案件；,RPXPMLOJLHHGFCA97DA,76.95,0.0,0.0,有,
436,大同區,房地(土地+建物)+車位,臺北市大同區迪化街二段１５８號六樓之７,11.69,住,,,1110122,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100106,114.81,2,2,1,有,有,21200000,222491,坡道平面,32.11,2800000,,RPQNMLOJLHHGFBA96DA,46.55,3.27,5.18,有,
437,大同區,房地(土地+建物)+車位,臺北市大同區民權西路２３７之１號十六樓之３,22.63,都市：其他:聯合開發區(捷)。,,,1110216,土地3建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080625,278.49,4,2,2,有,有,62000000,246717,坡道平面,39.35,3000000,含裝潢費；,RPXNMLOJLHHGFBA67DA,149.31,0.0,18.31,有,
447,文山區,房地(土地+建物)+車位,臺北市文山區樟新街３６號九樓之１,28.34,住,,,1110220,土地1建物1車位1,九層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831221,160.93,3,2,2,有,有,23800000,147890,坡道平面,0.0,2000000,陽台外推；其他增建；,RPVNMLKKLHHGFAA07DA,96.11,2.63,11.25,有,142.0
459,萬華區,房地(土地+建物)+車位,臺北市萬華區長沙街二段１４６號十三樓之１,9.48,商,,,1110221,土地2建物1車位1,十三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080304,137.07,1,2,1,有,有,24650000,236015,坡道平面,43.22,2500000,,RPSOMLNLLHHGFBA37DA,53.98,4.13,4.06,有,144.0
470,中山區,房地(土地+建物)+車位,臺北市中山區松江路１１８號十八樓之８,4.91,商,,,1070203,土地2建物1車位1,十八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,87.77000000000001,1,1,1,有,有,35345275,447467,坡道機械,13.25,2000000,1.總價含工程減帳＄4725元，不含面積找補款。預售屋、或土地及建物分件登記案件；,RPTPMLNLKHHGFCA57DA,45.92,0.0,0.0,有,
472,中山區,房地(土地+建物)+車位,臺北市中山區松江路１１８號二十樓之１,6.97,商,,,1080912,土地2建物1車位1,二十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,119.05000000000001,2,2,2,有,有,49365422,447688,坡道機械,13.25,2000000,1.總價含工程加帳＄5422元，不含面積找補款。預售屋、或土地及建物分件登記案件；,RPTOMLOJLHHGFCA47DA,65.2,0.0,0.0,有,
474,中山區,房地(土地+建物)+車位,臺北市中山區松江路１１８號十樓之５,6.81,商,,,1070204,土地2建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100830,119.06,1,2,1,有,有,46404340,419661,坡道機械,13.25,2000000,1.總價含工程加帳＄24340元，不含面積找補款。預售屋、或土地及建物分件登記案件；,RPORMLRJLHHGFCA57DA,63.66,0.0,2.53,有,
476,中山區,房地(土地+建物),臺北市中山區新生北路三段５６巷１９號六樓之１,11.54,商,,,1110228,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981021,77.14,1,1,1,有,有,20680000,268084,,0.0,0,,RPWRMLPKLHHGFCA28DA,47.21,0.17,4.27,有,151.0
477,中山區,房地(土地+建物),臺北市中山區林森北路１２１號十二樓之６,2.18,商,,,1110305,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971215,27.849999999999998,1,0,1,有,有,6990000,250987,,0.0,0,,RPOPMLMLLHHGFCA07DA,16.72,3.02,0.0,有,152.0
480,內湖區,房地(土地+建物),臺北市內湖區星雲街１６８巷４３號七樓,8.58,住,,,1110303,土地1建物1車位0,七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860124,51.53,2,1,1,有,有,12000000,232874,,0.0,0,,RPROMLMLLHHGFCA27DA,27.54,0.0,2.82,有,
489,南港區,房地(土地+建物)+車位,臺北市南港區重陽路４６２號十三樓之２,35.13,住,,,1110311,土地1建物1車位3,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0990419,290.61,3,2,1,有,有,72250000,301850,坡道平面,71.13,6000000,,RPSPMLNLLHHGFDA67DA,131.51,6.68,15.62,有,157.0
506,大安區,房地(土地+建物)+車位,臺北市大安區樂業街７５號十一樓,31.96,住,,,1110216,土地2建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950728,231.03,4,2,2,有,有,56700000,245423,坡道機械,0.0,0,,RPPOMLNLLHHGFFA47DA,120.94,6.47,14.02,有,
515,信義區,房地(土地+建物),臺北市信義區忠孝東路五段４７３號八樓之２,21.68,商,,,1110111,土地2建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1100119,188.57999999999998,3,2,2,有,有,69000000,365892,,0.0,0,,RPURMLLKKHHGFDA77EA,114.51,10.0,10.34,有,
517,信義區,房地(土地+建物)+車位,臺北市信義區松平路７６號,42.23,住,,,1110226,土地2建物1車位1,一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870428,163.95,2,2,2,有,有,45800000,279353,坡道平面,0.0,0,,RPTPMLMJLHHGFDA57EA,80.8,1.23,11.2,有,
524,士林區,房地(土地+建物),臺北市士林區社正路３０號三樓,12.68,商,,,1110316,土地1建物1車位0,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090702,79.34,1,1,1,有,有,14100000,177716,,0.0,0,,RPQNMLOLLHHGFEA57EA,46.26,2.34,5.54,有,
537,松山區,房地(土地+建物),臺北市松山區光復北路２４２號二樓,37.05,都市：其他:住宅用地(民生社區特定專用區)。,,,1110121,土地1建物1車位0,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090731,196.42000000000002,3,1,2,有,有,69580000,354241,,0.0,0,,RPWPMLMJLHHGFDA87EA,93.3,14.75,10.76,有,
538,松山區,房地(土地+建物),臺北市松山區光復北路２４２號四樓,37.62,都市：其他:住宅用地(民生社區特定專用區)。,,,1110121,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090731,199.41,2,1,2,有,有,69580000,348929,,0.0,0,,RPXPMLMJLHHGFDA97EA,93.3,16.55,10.76,有,
541,南港區,房地(土地+建物)+車位,臺北市南港區興中路２８巷１２號十一樓,6.8,商,,,1101214,土地1建物1車位1,十一層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1011001,114.58,2,1,1,有,有,23800000,272204,坡道平面,36.33,2500000,,RPTQMLMJLHHGFDA67EA,43.07,4.09,5.0,有,171.0
551,北投區,房地(土地+建物)+車位,臺北市北投區光明路６８號四樓之６,12.11,商,,,1110215,土地1建物1車位1,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0961116,162.51,3,2,2,有,有,28000000,215036,坡道平面,41.6,2000000,,RPTNMLMLLHHGFEA57DA,71.82,3.0,4.54,有,175.0
552,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷９號十六樓,19.85,住,,,1071116,土地1建物1車位1,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,138.31,2,1,1,有,有,18470000,170356,坡道平面,41.63,2000000,本案係預售屋110年11月18日換約金額不變,RPQPMLLKLHHGFEA27DA,53.32,1.77,8.03,有,
554,北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷７號二樓,25.34,住,,,1071001,土地1建物1車位1,二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,168.26,2,2,2,有,有,21200000,153202,坡道平面,41.63,1800000,本案係預售屋,RPPNMLMJLHHGFEA96DA,69.82,6.41,6.42,有,
555,北投區,房地(土地+建物),臺北市北投區中央北路四段５４１巷９號十五樓,17.76,住,,,1071230,土地1建物1車位0,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,96.68,2,1,1,有,有,16390000,169528,,0.0,0,本案係預售屋,RPOTMLLLKHHGFEA47DA,53.32,1.77,8.03,有,
556,北投區,房地(土地+建物),臺北市北投區中央北路四段５４１巷５號二樓,19.59,住,,,1070603,土地1建物1車位0,二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,107.22999999999999,2,1,2,有,有,15520000,144736,,0.0,0,本案係預售屋,RPXOMLLLKHHGFEA87DA,56.29,5.18,8.52,有,
557,北投區,房地(土地+建物),臺北市北投區中央北路四段５４１巷９號八樓,17.76,住,,,1070608,土地1建物1車位0,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,96.68,1,1,1,有,有,14880000,153910,,0.0,0,本案係預售屋,RPSSMLLLKHHGFEA77DA,53.32,1.77,8.03,有,
560,松山區,房地(土地+建物)+車位,臺北市松山區健康路３２５巷２５弄１８號三樓,19.24,住,,,1110317,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100323,177.45,3,2,2,有,有,42836889,291995,坡道平面,41.02,3000000,政府機關標讓售；,RPOOMLPLLHHGFDA37DA,83.42,4.47,9.79,有,
563,北投區,房地(土地+建物),臺北市北投區石牌路一段３９巷１４６號四樓之３,24.33,住,,,1070811,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,122.22,2,2,2,有,有,24000000,196367,,0.0,0,108年8月25日讓渡取得，交易總價2230萬預售屋、或土地及建物分件登記案件；,RPVQMLMLKHHGFEA97DA,70.92,0.0,7.65,有,
564,北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段３９巷１４６號六樓之３,24.35,住,,,1070716,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,166.92,3,2,2,有,有,24830000,185991,坡道平面,44.71,2100000,民國110年3月21日讓渡取得，交易總價2930萬元預售屋、或土地及建物分件登記案件；,RPWQMLMLKHHGFEA08DA,70.92,0.0,7.65,有,
565,北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段３９巷１４８號七樓之１,21.08,住,,,1070713,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,150.48000000000002,3,2,2,有,有,23840000,202704,坡道平面,44.71,2400000,111年1月15日夫妻讓渡取得1/2，交易總價不變預售屋、或土地及建物分件登記案件；,RPTRMLMLKHHGFEA87DA,64.27,0.0,3.73,有,
566,北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段３９巷１４８號七樓之２,12.54,住,,,1070828,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,107.63000000000001,2,2,1,有,有,14300000,193897,坡道平面,44.71,2100000,預售屋、或土地及建物分件登記案件；,RPURMLMLKHHGFEA97DA,37.25,0.0,3.2,有,
567,北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段３９巷１４８號三樓之３,24.35,住,,,1070925,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,166.92,2,2,2,有,有,24750000,184518,坡道平面,44.71,2200000,預售屋、或土地及建物分件登記案件；,RPWRMLMLKHHGFEA18DA,70.92,0.0,7.65,有,
568,北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段３９巷１４８號七樓之３,24.35,住,,,1070714,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,166.92,3,2,2,有,有,27360000,201784,坡道平面,44.71,2700000,預售屋、或土地及建物分件登記案件；,RPXRMLMLKHHGFEA28DA,70.92,0.0,7.65,有,
569,北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段３９巷１４８號三樓,16.59,住,,,1070624,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,127.93,2,2,1,有,有,18410000,192382,坡道平面,44.71,2400000,預售屋、或土地及建物分件登記案件；,RPOSMLMLKHHGFEA47DA,50.13,0.0,3.37,有,
570,北投區,房地(土地+建物),臺北市北投區石牌路一段３９巷１４８號五樓之１,21.06,住,,,1070623,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,105.77000000000001,2,2,1,有,有,21100000,199489,,0.0,0,預售屋、或土地及建物分件登記案件；,RPPSMLMLKHHGFEA57DA,64.27,0.0,3.73,有,
